venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor
"Netherlands eScience Center (in person, Amsterdam)","Science Park 402, 1098 XH Amsterdam",NA,52.3566998,4.9569812,"November 02, 2022", 9:30 - 16:30 CET,2022-11-02T10:30:00Z,2022-11-02T17:30:00Z,"Alessio Sclocco, Hanno Spreeuw","Suvayu Ali, Olga Lyashevska",ds,ds-gpu,GPU programming,2022-11-02-ds-gpu,NA
